date,symbol,open,high,low,close,volume,amount,turnover_rate,pe_ttm,pb,ma5,ma10,ma20,ma30,ma60,ema12,ema26,dif,dea,macd,k,d,j
2024-02-02,SH000001,113.18,113.73,108.91,110.21,7673367,85707786041.09,7.67,16.48,2.55,109.81,109.45,106.68,,,108.67561829948477,106.21591234874636,2.4597059507384103,2.225293649155152,0.4688246031665164,64.47698638439353,72.77557160727861,47.87981593862338
2024-02-05,SH000001,111.46,113.39,110.9,112.83,7878519,88352425275.69,7.88,15.53,2.39,110.56,109.83,107.19,,,109.31475394571788,106.70584476735773,2.6089091783601503,2.302016754996152,0.6137848467279969,68.10543053645557,71.21885791700426,61.8785757753582
2024-02-06,SH000001,112.85,113.6,110.36,110.73,6795107,75965206316.16,6.8,20.94,2.08,111.23,110.02,107.49,,,109.53248410791514,107.00393034014604,2.528553767769097,2.347324157550741,0.36245922043671186,61.301731907922516,67.91314924731034,48.07889722914686
2024-02-07,SH000001,110.94,112.4,110.22,111.9,4059170,45227168799.68,4.06,21.2,2.73,111.69,110.31,107.99,,,109.89671732208204,107.3666021668019,2.530115155280143,2.3838823570966214,0.29246559636704283,61.90427274318244,65.91019041260104,53.89243740434523
2024-02-08,SH000001,111.83,112.1,110.5,110.96,5427503,60460046627.67,5.43,21.31,1.74,111.33,110.4,108.4,,,110.06029927253095,107.63277978407584,2.4275194884551183,2.392609783368321,0.0698194101735945,58.17772772250806,63.33270284923671,47.867777469050765
2024-02-09,SH000001,111.59,114.74,111.27,114.01,5754800,64913796646.67,5.75,19.93,2.79,112.09,110.95,108.96,106.78,,110.66794553829543,108.10516646673689,2.5627790715585377,2.4266436410063648,0.27227086110434584,68.92931957385207,65.19824175744182,76.39147520667257
2024-02-12,SH000001,113.8,116.69,113.19,116.34,3031860,34887066844.49,3.03,22.83,1.92,112.79,111.67,109.62,107.36,,111.54056930163459,108.7151541358675,2.8254151657670974,2.5063979459585113,0.6380344396171722,77.97682285095564,69.4577687886131,95.01493097564074
2024-02-13,SH000001,116.52,116.61,115.83,116.13,4313957,50183116444.03,4.31,24.47,2.37,113.87,112.55,110.31,107.86,,112.24663556292158,109.26440197765508,2.982233585266499,2.601565073820109,0.7613370228927803,82.9185674190604,73.94470166542885,100.86629892632348
2024-02-14,SH000001,116.35,116.89,113.57,114.56,8193287,94595226978.37,8.19,20.04,1.68,114.4,113.05,110.86,108.28,,112.60253778401056,109.65666849782878,2.9458692861817894,2.6704259162924453,0.5508867397786883,78.87971328355071,75.58970553813614,85.45972877437987
2024-02-15,SH000001,114.91,116.31,114.72,115.95,6470674,74689046723.2,6.47,21.77,1.51,115.4,113.36,111.39,108.71,,113.11753197108587,110.1228412016933,2.9946907693925624,2.735278886912469,0.518823764960187,81.22215768128768,77.46718958585332,88.73209387215641
2024-02-16,SH000001,116.63,116.7,116.33,116.38,6762063,78781596784.56,6.76,17.81,1.71,115.87,113.98,111.71,109.11,,113.61945012938035,110.58633444601232,3.033115683368038,2.794846246203583,0.4765388743289103,84.93271281701035,79.95569732957233,94.8867437918864
2024-02-19,SH000001,116.48,117.73,110.53,112.76,5772786,66166567464.73,5.77,20.04,2.6,115.16,113.97,111.9,109.45,,113.48722703255261,110.74734670927066,2.7398803232819517,2.783853061619257,-0.08794547667461039,67.89566562412321,75.93568676108929,51.81562335019106
2024-02-20,SH000001,112.03,113.85,111.81,113.06,5657923,63676889271.21,5.66,21.51,2.04,114.54,114.21,112.11,109.73,,113.42149979677528,110.9186543604358,2.5028454363394843,2.7276515365633025,-0.4496122004476364,57.06645112608675,69.64594154942176,31.907470279416714
2024-02-21,SH000001,113.01,113.26,112.27,112.41,4931800,55584885218.04,4.93,15.3,1.57,114.11,114.26,112.28,110.08,,113.26588444342524,111.02912440781093,2.23676003561431,2.6294732363735043,-0.7854264015183885,46.74800445442817,62.01329585109056,16.2174216611034
2024-02-22,SH000001,111.28,111.4,110.82,111.03,8849010,98357286662.6,8.85,16.72,1.55,113.13,114.26,112.33,110.36,,112.92190222135982,111.0291892664916,1.892712954868216,2.482121180072447,-1.178816450408462,33.48015111776693,52.50224760664935,-4.5640418599979
2024-02-23,SH000001,111.45,111.63,110.41,110.54,5384307,59763286671.91,5.38,17.87,2.98,111.96,113.92,112.43,110.61,,112.555455725766,110.99295302452926,1.5625027012367383,2.2981974843053052,-1.471389566137134,22.912086173229,42.63886046217589,-16.541462404664784
2024-02-26,SH000001,110.27,110.97,110.05,110.74,6282979,69430367965.43,6.28,24.66,2.69,111.56,113.36,112.52,110.87,,112.27615484487892,110.97421576345302,1.3019390814258998,2.0989458037294244,-1.5940134446070493,18.269515782152652,34.51574556883481,-14.222943791211662
2024-02-27,SH000001,110.7,111.03,107.23,108.66,6150034,67451124053.19,6.15,21.4,2.21,110.68,112.61,112.58,111.08,,111.71982333028215,110.80279237356761,0.9170309567145409,1.8625628343264478,-1.8910637552238136,16.719359727784283,28.5836169551513,-7.009154726949745
2024-02-28,SH000001,108.93,109.93,108.57,109.51,8271818,90344577638.53,8.27,21.6,2.66,110.1,112.1,112.58,111.28,,111.37985051023874,110.70702997552557,0.6728205347131677,1.6246143744037918,-1.903587679381248,18.384335056618095,25.183856322306895,4.785292525240493
2024-02-29,SH000001,109.43,109.6,108.65,108.85,3625553,39569174674.15,3.63,18.28,1.96,109.66,111.39,112.38,111.39,,110.99064273943277,110.5694721995607,0.4211705398720653,1.3839256074974466,-1.9255101352507626,17.399080513935843,22.588931052849876,7.019379436107776
2024-03-01,SH000001,109.36,110.31,103.31,106.11,3257509,35094126910.31,3.26,23.32,1.79,108.77,110.37,112.17,111.27,,110.23977462567389,110.23914092551917,0.0006337001547223053,1.1072672260289018,-2.213267051748359,20.454541974502447,21.877468026734064,17.608689870039214
2024-03-04,SH000001,105.83,106.48,100.51,102.07,3165011,32900667746.76,3.17,15.29,2.03,107.04,109.3,111.64,111.03,,108.98288622172406,109.6340193754807,-0.6511331537566463,0.7555871500717922,-2.8134406076568768,17.714792688883954,20.489909580784026,12.164558905083808
2024-03-05,SH000001,101.49,101.57,101.48,101.55,6327511,64238259444.96,6.33,15.78,2.49,105.62,108.15,111.18,110.79,,107.83936526453574,109.0352031254451,-1.19583786090935,0.3653021478755638,-3.1222800175698278,14.927367787793118,18.635728983120387,7.510645397138582
2024-03-06,SH000001,102.24,104.68,101.25,103.83,4801687,49472360676.5,4.8,21.29,2.48,104.48,107.29,110.77,110.62,,107.22253983922255,108.64963252356027,-1.4270926843377225,0.006823181432906528,-2.867831731541258,19.903616894499955,19.058358286913574,21.594134109672716
2024-03-07,SH000001,104.47,105.2,104.25,105.05,4028758,42204153149.08,4.03,15.83,2.51,103.72,106.69,110.48,110.45,,106.88830294088062,108.38299307737063,-1.4946901364900071,-0.29347948215167624,-2.402421308676662,27.654375775040506,21.92369744962255,39.115732425876416
2024-03-08,SH000001,105.8,107.1,105.45,106.66,9138640,97081731408.2,9.14,19.95,2.51,103.83,106.3,110.11,110.39,,106.85317941151438,108.25536396052836,-1.402184549013981,-0.5152204955241373,-1.7739281069796875,37.92294253190278,27.25677914371596,59.25526930827641
2024-03-11,SH000001,106.79,109.59,106.47,109.23,7138524,77106183175.8,7.14,20.04,2.15,105.26,106.15,109.75,110.39,,107.21884411743524,108.32755922271144,-1.1087151052762039,-0.6339194174745506,-0.9495913756033065,54.94182563351342,36.485127973648446,91.85522095324336
2024-03-12,SH000001,109.61,110.81,106.03,107.31,4901737,53163542870.31,4.9,16.83,2.36,106.42,106.02,109.31,110.39,,107.23286809936828,108.25218446547356,-1.0193163661052864,-0.7109988072006979,-0.6166351178091771,58.63435624758499,43.86820406496062,88.16666061283371
2024-03-13,SH000001,107.87,108.23,104.02,105.14,6423859,68417033394.59,6.42,21.07,2.03,106.68,105.58,108.84,110.24,,106.91088839177316,108.02165228284589,-1.110763891072736,-0.7909518239751056,-0.6396241341952609,54.07338960194984,47.26993257729036,67.68030365126882
2024-03-14,SH000001,106.23,108.1,105.47,107.68,5207270,55695863321.61,5.21,24.35,1.88,107.2,105.46,108.43,110.07,,107.02921325457729,107.99634470633879,-0.9671314517615031,-0.8261877495323852,-0.2818874044582358,59.252809896445534,51.26422501700875,75.2299796553191
2024-03-15,SH000001,107.53,108.13,107.35,108.06,4497442,48479291376.53,4.5,16.96,1.97,107.48,105.66,108.01,110.0,,107.18779583079616,108.00105991327665,-0.8132640824804866,-0.8236030161220055,0.020677867283037665,63.246643138774004,55.258364390930495,79.22320063446102
2024-03-18,SH000001,107.58,107.72,107.2,107.24,3730868,40073908200.99,3.73,20.52,2.13,107.09,106.18,107.74,109.82,,107.1958272414429,107.94468510488578,-0.7488578634428791,-0.8086539855861803,0.11959224428660242,63.050063347746104,57.85559737653569,73.43899529016691
2024-03-19,SH000001,108.34,109.24,105.63,106.37,9088707,97570789444.69,9.09,20.91,2.47,106.9,106.66,107.4,109.67,,107.06877689660553,107.82804176378313,-0.7592648671776061,-0.7987761619044655,0.07902258945371887,53.56994895740759,56.42704790349298,47.85575106523682
2024-03-20,SH000001,107.09,107.2,106.85,106.9,9157527,97979578856.89,9.16,15.05,2.68,107.25,106.96,107.13,109.5,,107.04281122020468,107.75929792942883,-0.7164867092241423,-0.7823182713684009,0.13166312428851734,49.851738185645345,54.23527799754377,41.084658561848514
2024-03-21,SH000001,106.63,106.69,106.62,106.67,3418340,36457681733.67,3.42,15.18,2.57,107.05,107.13,106.91,109.36,,106.9854556478655,107.67860919391558,-0.6931535460500697,-0.7644853263047348,0.14266356050933005,46.24381956608071,51.57145852038941,35.58854165746331
2024-03-22,SH000001,105.85,106.83,105.67,106.51,8750309,92910116733.85,8.75,22.74,2.38,106.74,107.11,106.71,109.11,107.95,106.91230862511696,107.59204554992183,-0.679736924804871,-0.7475356460047621,0.1355974423997821,43.05307165966504,48.73199623348128,31.695222512032558
2024-03-25,SH000001,106.34,107.3,104.52,105.12,6963408,73622353511.01,6.96,18.81,1.54,106.31,106.7,106.43,108.74,108.05,106.63656883663744,107.40893106474243,-0.7723622281049956,-0.7525009624248088,-0.039722531360373514,35.72631341806538,44.39676862834264,18.38540299751085
2024-03-26,SH000001,105.4,106.52,105.26,105.99,6728889,71119603446.85,6.73,22.06,1.71,106.24,106.57,106.29,108.4,108.13,106.53709670792398,107.3038250599467,-0.7667283520227244,-0.7553464403443919,-0.022763823356664936,34.19889821091364,40.997478489199636,20.601737654341647
2024-03-27,SH000001,106.39,107.61,106.11,107.03,8502726,90732010591.17,8.5,21.65,2.91,106.26,106.76,106.17,108.15,108.21,106.61292798362798,107.28354172217287,-0.6706137385448869,-0.738399899984491,0.13557232287920806,40.52525417450744,40.84007038430224,39.89562175491784
2024-03-28,SH000001,106.15,106.62,106.02,106.53,5777635,61440544172.84,5.78,20.63,1.95,106.24,106.64,106.05,107.83,108.27,106.60016983230061,107.22772381682674,-0.6275539845261306,-0.7162307168928189,0.17735346473337654,41.21175137057561,40.96396404639336,41.70732601894012
2024-03-29,SH000001,106.8,107.73,106.67,107.59,6039058,64735718282.4,6.04,22.36,1.65,106.45,106.6,106.13,107.54,108.33,106.75245139656205,107.25455908965439,-0.5021076930923414,-0.6734061121327235,0.34259683808076424,49.15529187416911,43.69440665565194,60.07706231120345
2024-04-01,SH000001,106.51,106.9,105.35,105.68,9164699,97233945979.43,9.16,20.68,2.19,106.56,106.44,106.31,107.3,108.38,106.58745887401405,107.13792508301333,-0.550466208999282,-0.6488181315060353,0.19670384501350657,44.815885133142935,44.0682328148156,46.31118976979761
2024-04-02,SH000001,105.73,107.49,104.87,106.98,9894650,105238086881.69,9.89,22.69,2.96,106.76,106.5,106.58,107.1,108.42,106.64784981647342,107.12622692871605,-0.4783771122426259,-0.6147299276533534,0.27270563082145505,55.4224280949925,47.85296457487456,70.56135513522838
2024-04-03,SH000001,106.9,107.56,106.76,107.25,7158929,76654413479.75,7.16,19.81,2.32,106.81,106.54,106.75,106.93,108.5,106.74048830624675,107.13539530436671,-0.3949069981199642,-0.5707653417466756,0.35171668725342276,65.2971950539825,53.66770806791054,88.55616902612644
2024-04-04,SH000001,107.47,108.28,105.2,105.67,9930017,105827795496.91,9.93,20.02,1.94,106.63,106.44,106.78,106.75,108.55,106.5757977975934,107.02684750404325,-0.4510497064498509,-0.5468222146873106,0.1915450164749195,53.72649883031461,53.68730498871189,53.804886513520074
2024-04-05,SH000001,105.71,106.1,104.52,104.94,7049069,74243782491.48,7.05,24.6,2.61,106.1,106.28,106.69,106.56,108.59,106.32413659796364,106.87226620744745,-0.5481296094838086,-0.5470836936466102,-0.002091831674396749,39.541070142195565,48.97189337320644,20.679423680173812
2024-04-08,SH000001,105.43,106.2,105.29,106.02,3336306,35272626164.91,3.34,22.98,1.78,106.17,106.37,106.53,106.41,108.64,106.27734635212309,106.80913537726616,-0.5317890251430697,-0.5440247599459022,0.02447146960566493,39.65858576855589,45.86745750498959,27.24084229568848
2024-04-09,SH000001,106.91,107.03,106.4,106.61,4312978,46044808724.15,4.31,15.84,2.35,106.1,106.43,106.5,106.34,108.71,106.32852383641185,106.79438460857978,-0.46586077216792887,-0.5283919623903075,0.12506238044475726,44.967425973363504,45.56744699444756,43.7673839311954
2024-04-10,SH000001,105.88,108.71,105.17,108.35,8931273,95664047763.47,8.93,24.66,1.89,106.32,106.56,106.66,106.3,108.79,106.63952016927156,106.90961537831461,-0.27009520904304907,-0.47673261172085585,0.41327480535561356,60.44765550173319,50.5275164968761,80.28793351144736
2024-04-11,SH000001,106.65,106.81,105.27,105.75,4624101,49107879437.5,4.62,15.44,2.64,106.33,106.48,106.56,106.2,108.79,106.50267091246056,106.8237179428839,-0.3210470304233439,-0.44559549546135346,0.24909693007601907,50.083639865117306,50.37955761962317,49.491804356105575
2024-04-12,SH000001,106.11,106.47,104.58,105.08,6430878,67906885051.51,6.43,23.7,2.63,106.36,106.23,106.41,106.16,108.71,106.2837984643897,106.69455365081843,-0.4107551864287302,-0.4386274336548288,0.0557444944521972,37.844144953833194,46.20108673102651,21.130261399446567
2024-04-15,SH000001,104.16,108.42,103.18,106.87,7433072,78432435429.3,7.43,17.9,2.21,106.53,106.35,106.4,106.32,108.68,106.37398331602206,106.70754967668374,-0.33356636066167766,-0.4176152190561986,0.16809771678904184,47.471744616600105,46.62463935955104,49.16595513069822
2024-04-16,SH000001,106.62,108.24,106.04,107.47,6290844,67337600968.56,6.29,21.21,2.18,106.7,106.4,106.45,106.52,108.66,106.54260126740328,106.76402747841087,-0.2214262110075822,-0.37837741744647535,0.3139024128777863,57.50678091980696,50.25201987963634,72.0163030001482
2024-04-17,SH000001,106.68,107.25,106.47,107.15,4305308,46029354883.13,4.31,23.77,2.88,106.46,106.39,106.46,106.63,108.62,106.63604722626431,106.79261803556562,-0.15657080930131428,-0.3340160958174432,0.3548905730322578,62.26793230699613,54.257324022089605,78.28914887680918
2024-04-18,SH000001,107.02,110.7,106.24,109.33,6792660,73479558029.31,6.79,21.89,2.7,107.18,106.76,106.6,106.77,108.61,107.05050149914672,106.98057225515336,0.0699292439933572,-0.2532270278552831,0.6463125436972806,68.77259316920306,59.09574707112742,88.12628536535436
2024-04-19,SH000001,108.5,109.66,104.83,106.42,8301076,89204105028.55,8.3,15.58,2.71,107.45,106.9,106.59,106.76,108.58,106.95350126850876,106.93904838440126,0.014452884107498676,-0.19969104546272676,0.42828785914045087,60.210097573794926,59.467197238683255,61.69589824401825
2024-04-22,SH000001,105.99,106.2,105.94,106.17,8492296,90084794037.46,8.49,20.79,1.78,107.31,106.92,106.64,106.66,108.53,106.8329626118151,106.88208183740858,-0.04911922559347204,-0.16957668148887584,0.2409149117908076,53.39361114848738,57.44266854195129,45.29549636155957
2024-04-23,SH000001,107.16,107.4,106.51,106.66,7144643,76385776481.78,7.14,21.63,2.66,107.15,106.92,106.68,106.64,108.52,106.80635297922817,106.86563133093387,-0.05927835170570006,-0.1475170155322407,0.17647732765308127,51.02127268055183,55.30220325481814,42.45941153201923
2024-04-24,SH000001,107.04,107.32,106.24,106.37,6548658,69878744944.22,6.55,18.96,2.66,106.99,106.73,106.64,106.68,108.46,106.7392217516546,106.82891789901284,-0.08969614735823939,-0.13595284189744045,0.09251338907840212,48.15425270902036,52.91955307288554,38.623651981289996
2024-04-25,SH000001,106.0,106.67,101.03,103.1,6757951,70654992900.33,6.76,22.92,2.33,105.74,106.46,106.47,106.53,108.3,106.17934148216928,106.55270175834522,-0.37336027617594425,-0.18343432875314122,-0.37985189484560605,39.23830566675123,48.35913727084077,20.996642458572154
2024-04-26,SH000001,102.51,107.53,100.77,105.22,7167744,74447162519.35,7.17,17.01,2.52,105.5,106.48,106.35,106.43,108.22,106.03175048491246,106.45398310957891,-0.4222326246664494,-0.23119398793580287,-0.38207727346129305,41.09676906820005,45.93834786996052,31.413611464679093
2024-04-29,SH000001,104.37,107.61,103.77,106.81,6199499,65458337548.54,6.2,19.71,2.2,105.63,106.47,106.41,106.42,108.12,106.15148117954132,106.48035473109158,-0.32887355155025944,-0.2507299006586942,-0.15628730178313044,47.673106199880934,46.51660064660066,49.9861173064415
2024-04-30,SH000001,106.46,107.45,103.79,104.67,3313129,34975553132.58,3.31,20.43,1.93,105.23,106.19,106.3,106.36,108.02,105.92356099807343,106.34625438064035,-0.42269338256691924,-0.28512259704033927,-0.27514157105315995,44.873712290353666,45.968971194518325,42.68319448202435
2024-05-01,SH000001,104.54,104.55,104.54,104.54,6187788,64688126025.77,6.19,24.84,1.82,104.87,105.93,106.16,106.29,107.89,105.71070545990828,106.21245775985217,-0.5017522999438881,-0.32844853762104903,-0.34660752464567823,44.051541226939975,45.32982787199221,41.49496793683551
2024-05-02,SH000001,104.25,104.27,104.18,104.2,5453393,56838944500.28,5.45,23.94,2.43,105.09,105.42,106.09,106.2,107.78,105.478289235307,106.06338681467794,-0.5850975793709381,-0.3797783459710269,-0.4106384667998224,46.08309376142979,45.58091650180473,47.08744828067991
2024-05-03,SH000001,103.92,104.98,103.48,104.81,3514027,36675592419.2,3.51,16.53,1.8,105.01,105.26,106.08,106.15,107.63,105.37547550679824,105.97054334692402,-0.595067840125779,-0.42283624480197735,-0.3444631906476032,50.410171669413245,47.1906682243409,56.84917855955794
2024-05-06,SH000001,104.46,104.56,104.13,104.17,7161646,74708222215.33,7.16,24.79,2.0,104.48,105.06,105.99,106.11,107.43,105.19001773652158,105.83716976567038,-0.6471520291487991,-0.4676994016713417,-0.35890525495491477,50.17598189266927,48.18577278045035,54.156400117107125
2024-05-07,SH000001,104.96,105.33,104.01,104.18,6101097,63798047384.22,6.1,15.96,1.85,104.38,104.81,105.87,106.05,107.23,105.03463039244134,105.7144164496948,-0.6797860572534518,-0.5101167327877638,-0.3393386489313759,50.06858831830977,48.81337795973682,52.579009035455684
2024-05-08,SH000001,103.41,103.48,102.82,103.04,5141969,53078087687.43,5.14,23.73,2.01,104.08,104.47,105.6,105.92,107.03,104.7277641782196,105.51631152749518,-0.788547349275575,-0.5658028560853261,-0.44548898638049783,44.44143704651455,47.35606432199606,38.61218249555154
2024-05-09,SH000001,102.16,104.14,101.05,103.66,7449126,76655761750.64,7.45,16.51,2.64,103.97,104.53,105.5,105.83,106.83,104.56349276618582,105.37880696990294,-0.8153142037171222,-0.6157051256116853,-0.39921815621087364,42.889819819627576,45.86731615453989,36.93482714980294
2024-05-10,SH000001,103.31,104.77,103.02,104.5,4679009,48616665192.32,4.68,18.14,2.51,103.91,104.46,105.47,105.72,106.63,104.55372464831107,105.31371015731753,-0.7599855090064551,-0.6445612022906393,-0.23084861343163166,46.56196321308505,46.09886517405494,47.488159291145266
2024-05-13,SH000001,105.0,107.48,104.44,106.65,4760996,50381657868.92,4.76,21.19,2.46,104.41,104.44,105.46,105.75,106.53,104.87622854857091,105.41269459010883,-0.5364660415379205,-0.6229421701400956,0.17295225720435004,60.07189460447247,50.75654165086078,78.70260051169583
2024-05-14,SH000001,107.08,108.28,102.75,104.1,4018727,42432232758.35,4.02,21.97,2.45,104.39,104.39,105.29,105.66,106.38,104.7568087718677,105.31545795380447,-0.5586491819367723,-0.6100835724994309,0.10286878112531728,54.10970935826055,51.87426421999404,58.580599634793586
2024-05-15,SH000001,104.28,104.51,103.48,103.84,6918992,71996349987.52,6.92,24.59,2.66,104.55,104.32,105.12,105.55,106.24,104.61576126850343,105.20616477204118,-0.5904035035377433,-0.6061475587070935,0.03148811033870036,48.93621011159281,50.89491285052696,45.018804633724514
2024-05-16,SH000001,103.5,103.86,102.05,102.46,4922927,50695204515.08,4.92,23.69,1.85,104.31,104.14,104.78,105.44,106.09,104.28410568873367,105.00274515929739,-0.7186394705637156,-0.6286459410784179,-0.17998705897059541,39.124831637327404,46.971552446127106,23.431390019728
2024-05-17,SH000001,102.79,103.59,102.64,103.25,8254869,85043651774.54,8.25,21.41,2.19,104.06,103.98,104.62,105.38,105.97,104.12501250585157,104.87291218453463,-0.747899678683055,-0.6524966885993453,-0.19080598016741934,36.22614409754515,43.38974966326646,21.898932966102535
2024-05-20,SH000001,103.34,103.4,103.32,103.39,3985865,41199536139.74,3.99,24.69,2.9,103.41,103.91,104.48,105.29,105.85,104.01193365879749,104.76306683753207,-0.7511331787345767,-0.6722239866263916,-0.1578183842163703,34.939144474435366,40.57288126698943,23.671670889327245
2024-05-21,SH000001,103.94,105.9,103.3,105.44,5953757,62328614178.36,5.95,18.12,1.55,103.68,104.03,104.42,105.26,105.8,104.23163617282864,104.81321003475192,-0.5815738619232746,-0.6540939616857683,0.14504019952498726,43.5325047994622,41.55942244448035,47.47866950942591
2024-05-22,SH000001,105.79,105.91,104.54,104.9,3807992,40115142412.59,3.81,15.77,1.93,103.89,104.22,104.35,105.14,105.72,104.33446137700885,104.8196389210666,-0.4851775440577484,-0.6203106781601644,0.270266268204832,44.27046601398072,42.4631036343138,47.88519077331456
